nom_un,id_famille_noeud_telecom_fk,id_type_noeud_telecom_fk,id_sous_type_noeud_telecom_fk,id_disponibilite_fk,id_statut_fk,id_etat_fk,id_param_etat_objet_fk,id_type_pose_fk,id_reference_noeud_telecom_fk,geometry,id_type_propriete_fk,Unnamed: 12,commentaire
Adam 19364,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19375
Adam 19365,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19376
Adam 19366,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19377
Adam 19367,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19378
Adam 19368,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19379
Adam 19369,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19380
Adam 19370,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19381
Adam 19371,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19382
Adam 19372,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19383
Adam 19373,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19384
Adam 19374,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19385
Adam 19375,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19386
Adam 19376,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19387
Adam 19377,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19388
Adam 19378,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19389
Adam 19379,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19390
Adam 19380,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19391
Adam 19381,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19392
Adam 19382,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19393
Adam 19383,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19394
Adam 19384,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19395
Adam 19385,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19396
Adam 19386,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19397
Adam 19387,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19398
Adam 19388,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19399
Adam 19389,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19400
Adam 19390,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19401
Adam 19391,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19402
Adam 19392,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19403
Adam 19393,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19404
Adam 19394,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19405
Adam 19395,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19406
Adam 19396,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19407
Adam 19397,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19408
Adam 19398,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19409
Adam 19399,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19410
Adam 19400,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19411
Adam 19401,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19412
Adam 19402,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19413
Adam 19403,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19414
Adam 19404,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19415
Adam 19405,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19416
Adam 19406,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19417
Adam 19407,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19418
Adam 19408,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19419
Adam 19409,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19420
Adam 19410,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19421
Adam 19411,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19422
Adam 19412,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19423
Adam 19413,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19424
Adam 19414,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19425
Adam 19415,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19426
Adam 19416,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19427
Adam 19417,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19428
Adam 19418,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19429
Adam 19419,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19430
Adam 19420,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19431
Adam 19421,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19432
Adam 19422,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19433
Adam 19423,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19434
Adam 19424,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19435
Adam 19425,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19436
Adam 19426,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19437
Adam 19427,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19438
Adam 19428,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19439
Adam 19429,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19440
Adam 19430,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19441
Adam 19431,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19442
Adam 19432,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19443
Adam 19433,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19444
Adam 19434,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19445
Adam 19435,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19446
Adam 19436,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19447
Adam 19437,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19448
Adam 19438,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19449
Adam 19439,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19450
Adam 19440,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19451
Adam 19441,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19452
Adam 19442,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19453
Adam 19443,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19454
Adam 19444,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19455
Adam 19445,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19456
Adam 19446,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19457
Adam 19447,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19458
Adam 19448,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19459
Adam 19449,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19460
Adam 19450,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19461
Adam 19451,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19462
Adam 19452,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19463
Adam 19453,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19464
Adam 19454,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19465
Adam 19455,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19466
Adam 19456,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19467
Adam 19457,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19468
Adam 19458,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19469
Adam 19459,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19470
Adam 19460,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19471
Adam 19461,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19472
Adam 19462,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19473
Adam 19463,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19474
Adam 19464,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19475
Adam 19465,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19476
Adam 19466,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19477
Adam 19467,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19478
Adam 19468,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19479
Adam 19469,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19480
Adam 19470,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19481
Adam 19471,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19482
Adam 19472,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19483
Adam 19473,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19484
Adam 19474,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19485
Adam 19475,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19486
Adam 19476,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19487
Adam 19477,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19488
Adam 19478,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19489
Adam 19479,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19490
Adam 19480,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19491
Adam 19481,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19492
Adam 19482,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19493
Adam 19483,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19494
Adam 19484,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19495
Adam 19485,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19496
Adam 19486,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19497
Adam 19487,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19498
Adam 19488,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19499
Adam 19489,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19500
Adam 19490,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19501
Adam 19491,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19502
Adam 19492,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19503
Adam 19493,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19504
Adam 19494,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19505
Adam 19495,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19506
Adam 19496,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19507
Adam 19497,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19508
Adam 19498,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19509
Adam 19499,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19510
Adam 19500,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19511
Adam 19501,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19512
Adam 19502,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19513
Adam 19503,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19514
Adam 19504,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19515
Adam 19505,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19516
Adam 19506,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19517
Adam 19507,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19518
Adam 19508,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19519
Adam 19509,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19520
Adam 19510,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19521
Adam 19511,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19522
Adam 19512,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19523
Adam 19513,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19524
Adam 19514,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19525
Adam 19515,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19526
Adam 19516,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19527
Adam 19517,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19528
Adam 19518,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19529
Adam 19519,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19530
Adam 19520,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19531
Adam 19521,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19532
Adam 19522,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19533
Adam 19523,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19534
Adam 19524,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19535
Adam 19525,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19536
Adam 19526,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19537
Adam 19527,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19538
Adam 19528,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19539
Adam 19529,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19540
Adam 19530,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19541
Adam 19531,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19542
Adam 19532,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19543
Adam 19533,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19544
Adam 19534,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19545
Adam 19535,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19546
Adam 19536,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19547
Adam 19537,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19548
Adam 19538,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19549
Adam 19539,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19550
Adam 19540,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19551
Adam 19541,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19552
Adam 19542,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19553
Adam 19543,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19554
Adam 19544,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19555
Adam 19545,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19556
Adam 19546,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19557
Adam 19547,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19558
Adam 19548,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19559
Adam 19549,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19560
Adam 19550,11.0,92.0,228.0,3.0,2.0,16.0,5.0,4.0,33.0,POINT (311429.557710459 735278.526838988),1.0,,commentaire 19561
